STRIKE,DTE,MARK_IV,BID_PRICE,ASK_PRICE,QUOTE_DATE,EXPIRY_DATE,DELTA,GAMMA,VEGA,THETA,MONEYNESS,NEGOTIATED_PRICE
68000,42,0.6563882231712341,24.39111328125,24.40111328125,2013-03-08,2013-04-19,0.6350963115692139,0.0051413723267614,17.16700553894043,-26.42329406738281,0.0011205881904117,0.0100000000000015
70000,36,0.6911374926567078,24.11112594604492,24.121125946044923,2013-03-14,2013-04-19,0.1568645238876342,0.0047797220759093,11.47783660888672,-38.461669921875,0.0011271428789428,0.0100000000000015
70000,46,0.6625960469245911,24.52629852294922,24.53629852294922,2013-03-04,2013-04-19,0.6709513664245605,0.0060219508595764,18.65163803100586,-24.359281539916992,0.0010039999825571,0.0100000000000015
72000,42,0.6470979452133179,24.266826629638672,24.276826629638677,2013-03-08,2013-04-19,0.5789411067962646,0.0051996055990457,17.391408920288086,-26.2728328704834,0.0010583332909444,0.0100000000000015
74000,36,0.682719886302948,24.019237518310547,24.02923751831055,2013-03-14,2013-04-19,0.0844329670071601,0.0047379960305988,11.041668891906738,-38.43790435791016,0.0010662162368378,0.0100000000000015
74000,46,0.6526599526405334,24.48799514770508,24.49799514770508,2013-03-04,2013-04-19,0.3049326241016388,0.0059471139684319,15.812051773071287,-24.20063591003418,0.0009497297132297,0.0100000000000015
76000,42,0.6485361456871033,24.22304916381836,24.23304916381836,2013-03-08,2013-04-19,0.0149162234738469,0.0051004835404455,10.542786598205566,-26.00840187072754,0.0010026315387894,0.0100000000000015
78000,36,0.6574167013168335,24.00116729736328,24.03004264831543,2013-03-14,2013-04-19,-0.0861189886927604,0.0049546281807124,16.9416446685791,-40.029903411865234,0.0010115384811025,0.0288753509521484
78000,46,0.6308412551879883,24.46963882446289,24.47963882446289,2013-03-04,2013-04-19,-0.1810633689165115,0.0060614836402237,21.06214714050293,-29.631750106811523,0.0009010256253717,0.0100000000000015
80000,42,0.6349145174026489,24.22167205810547,24.23167205810547,2013-03-08,2013-04-19,-0.2282062023878097,0.0052968598902225,20.444129943847656,-26.9044246673584,0.00095249996185,0.0100000000000015
82000,36,0.6476729512214661,24.01925277709961,24.02925277709961,2013-03-14,2013-04-19,-0.1327544748783111,0.0051242159679532,19.32425117492676,-39.96796417236328,0.0009621951405609,0.0100000000000015
82000,46,0.6286624073982239,24.49518394470215,24.50518394470215,2013-03-04,2013-04-19,-0.2093530744314193,0.0054409387521445,19.02577781677246,-24.92932891845703,0.0008570731558414,0.0100000000000015
84000,42,0.626334547996521,24.249900817871094,24.25990081787109,2013-03-08,2013-04-19,-0.2685788869857788,0.006019003689289,23.93956756591797,-26.949914932250977,0.0009071428208095,0.0100000000000015
86000,36,0.6456137299537659,24.20927047729492,24.445144653320312,2013-03-14,2013-04-19,-0.3138552010059356,0.0058553181588649,25.196250915527344,-39.99070739746094,0.0009174418782093,0.2358741760253906
86000,46,0.6014629602432251,24.98295783996582,24.992957839965825,2013-03-04,2013-04-19,-0.2931787073612213,0.0066497148945927,23.121166229248047,-29.65771484375,0.0008172092881279,0.0100000000000015
46000,102,0.7393227219581604,27.997602462768555,29.050609588623047,2013-03-11,2013-06-21,0.5172024965286255,0.0017291685799136,17.523500442504883,-16.234596252441406,0.0016902173913043,1.0530071258544922
88000,42,0.6297858357429504,24.61969947814941,24.629699478149416,2013-03-08,2013-04-19,-0.2965340912342071,0.0058792731724679,23.44076156616211,-26.49342918395996,0.0008659090562272,0.0100000000000015
50000,106,0.7112970352172852,27.010814666748047,27.399946212768555,2013-03-07,2013-06-21,0.5579444169998169,0.0018818140961229,17.54311180114746,-16.1726016998291,0.00152759994506,0.3891315460205078
90000,36,0.6510499119758606,24.57756233215332,24.58756233215332,2013-03-14,2013-04-19,-0.3475806713104248,0.0060287127271294,26.084651947021484,-39.24478149414063,0.0008766666836222,0.0100000000000015
90000,46,0.6068130135536194,25.616809844970703,25.66225814819336,2013-03-04,2013-04-19,-0.3173617720603943,0.006634609773755,23.528797149658203,-29.0842227935791,0.0007808888753222,0.0454483032226562
56000,98,0.8288439512252808,26.150022506713867,26.388181686401367,2013-03-15,2013-06-21,0.6501274108886719,0.0019798683933913,18.112138748168945,-24.897878646850582,0.0014241071428571,0.2381591796875
56000,108,0.7471107840538025,25.02090072631836,25.0886173248291,2013-03-05,2013-06-21,0.7172750234603882,0.0039287256076931,14.511025428771973,-24.03587913513184,0.0012792857033928,0.0677165985107421
92000,42,0.6300513744354248,25.23513984680176,25.24513984680176,2013-03-08,2013-04-19,-0.2887131869792938,0.0059101809747517,24.1380615234375,-26.47269058227539,0.0008282608363913,0.0100000000000015
64000,100,0.7232141494750977,25.19439125061035,25.204391250610357,2013-03-13,2013-06-21,0.6372888088226318,0.0043977750465273,19.25560569763184,-34.26649475097656,0.0012326562404687,0.0100000000000015
94000,36,0.6541977524757385,25.08756256103516,25.09756256103516,2013-03-14,2013-04-19,-0.3897903263568878,0.0057109273038804,24.447799682617188,-39.47790145874024,0.0008393617183617,0.0100000000000015
94000,46,0.6063510775566101,26.25479507446289,26.79468536376953,2013-03-04,2013-04-19,-0.3114383220672607,0.0063273254781961,23.453611373901367,-29.084199905395508,0.0007476595614787,0.5398902893066406
72000,102,0.6562823057174683,24.42151641845703,24.431516418457036,2013-03-11,2013-06-21,0.5282893180847168,0.0050723454914987,17.07060432434082,-30.272594451904297,0.0010798611111111,0.0100000000000015
48000,42,0.7307595014572144,27.31509780883789,28.18044090270996,2013-03-08,2013-04-19,0.545548677444458,0.0017999950796365,17.540424346923828,-16.799192428588867,0.0015874999364166,0.8653430938720703
50000,0,0.6628751158714294,27.096302032470703,28.639545440673828,2013-03-15,2013-03-15,0.5194588303565979,0.0015859485138207,17.34880256652832,-13.58353042602539,0.001595,1.543243408203125
92000,470,0.6337785124778748,25.23513984680176,25.24513984680176,2013-03-07,2014-06-20,-0.2699496150016784,0.0058696162886917,23.33666038513184,-30.347919464111328,0.0008302173614456,0.0100000000000015
49000,64,0.6755495667457581,27.04835319519043,28.946399688720703,2013-03-14,2013-05-17,0.5392130017280579,0.001714571728371,17.15011215209961,-13.684809684753418,0.0016102041127755,1.8980464935302732
50000,10,0.7283576726913452,25.712797164916992,26.41817283630371,2013-03-05,2013-03-15,0.6599106192588806,0.0026020684745162,17.068693161010742,-16.765810012817383,0.0014327999878,0.7053756713867188
49000,74,0.6905671954154968,25.955446243286133,25.96544624328613,2013-03-04,2013-05-17,0.6922066807746887,0.0029113690834492,16.47632598876953,-15.55031967163086,0.0014342856893673,0.0100000000000015
44000,826,0.6912842392921448,27.79586410522461,30.70451545715332,2013-03-15,2015-06-19,0.5180891156196594,0.0015030712820589,17.569398880004883,-13.421805381774902,0.0018125,2.908651351928711
44000,836,0.7469090223312378,26.43328857421875,28.105188369750977,2013-03-05,2015-06-19,0.6552734375,0.0023202595766633,17.301050186157227,-16.600515365600586,0.0016281818043181,1.6718997955322266
50000,70,0.7118412256240845,27.010814666748047,27.399946212768555,2013-03-08,2013-05-17,0.5467240810394287,0.0019032089039683,17.59371566772461,-16.840782165527344,0.00152399993896,0.3891315460205078
48000,828,0.6801396012306213,27.546566009521484,29.024259567260746,2013-03-13,2015-06-19,0.5313021540641785,0.0016225782455876,17.11919403076172,-13.74518871307373,0.0016435416539583,1.4776935577392578
52000,2,0.6406833529472351,26.736549377441406,28.272470474243164,2013-03-13,2013-03-15,0.6633092761039734,0.0020392783917486,17.115694046020508,-13.845396995544434,0.0015171153728846,1.5359210968017578
51000,64,0.652735710144043,26.66629981994629,28.366798400878903,2013-03-14,2013-05-17,0.6695002913475037,0.0019751747604459,17.226341247558594,-13.78746223449707,0.0015470588534509,1.7004985809326172
51000,74,0.7150924801826477,25.65485572814941,25.664855728149416,2013-03-04,2013-05-17,0.6918583512306213,0.0035005868412554,16.91410255432129,-17.044231414794922,0.001378039191745,0.0100000000000015
52000,830,0.6929885745048523,26.935827255249023,27.38382911682129,2013-03-11,2015-06-19,0.5195263624191284,0.002205042168498,17.362924575805664,-16.199438095092773,0.0014951923076923,0.4480018615722656
52000,70,0.6958561539649963,26.75678062438965,26.96500015258789,2013-03-08,2013-05-17,0.6810617446899414,0.0023388585541397,17.56641387939453,-17.003435134887695,0.0014653845566923,0.2082195281982422
60000,834,0.7380858063697815,25.517078399658203,25.527078399658205,2013-03-07,2015-06-19,0.7431803345680237,0.0042375181801617,15.283577919006348,-30.004018783569336,0.0012729999542166,0.0100000000000015
56000,4,0.7538366913795471,26.35883331298828,26.368833312988283,2013-03-11,2013-03-15,0.6616150736808777,0.0023247301578521,17.868152618408203,-22.151874542236328,0.0013883928571428,0.0100000000000015
54000,64,0.706403374671936,26.19896507263184,26.423290252685547,2013-03-14,2013-05-17,0.6690282821655273,0.0021019994746893,17.82774543762207,-15.89233684539795,0.0014611111393703,0.2243251800537109
54000,74,0.728114664554596,25.21965217590332,25.22965217590332,2013-03-04,2013-05-17,0.683741569519043,0.0038801371119916,17.241893768310547,-20.558380126953125,0.0013014814588703,0.0100000000000015
68000,826,0.7150682210922241,24.270326614379883,24.290180206298828,2013-03-15,2015-06-19,0.5840295553207397,0.0046486901119351,16.967395782470703,-38.403446197509766,0.001172794117647,0.0198535919189453
68000,836,0.6667459011077881,24.597007751464844,24.607007751464845,2013-03-05,2015-06-19,0.7203779220581055,0.005822246428579,15.227834701538086,-25.46839141845703,0.0010535294027941,0.0100000000000015
56000,70,0.7249346375465393,26.199878692626957,26.209878692626955,2013-03-08,2013-05-17,0.6766439080238342,0.0024785744026303,16.9180908203125,-18.890403747558597,0.0013607142312142,0.0100000000000015
76000,828,0.6731427311897278,24.160512924194336,24.19355010986328,2013-03-13,2015-06-19,0.1604781299829483,0.0047549051232635,10.708470344543455,-34.95632553100586,0.0010380263077631,0.0330371856689453
60000,8,0.7380858063697815,25.517078399658203,25.527078399658205,2013-03-07,2013-03-15,0.7431803345680237,0.0042375181801617,15.283577919006348,-30.004018783569336,0.0012729999542166,0.0100000000000015
58000,64,0.8305768370628357,25.55790901184082,25.567909011840825,2013-03-14,2013-05-17,0.67924964427948,0.0021681326907128,17.361719131469727,-27.77521324157715,0.0013603448538965,0.0100000000000015
58000,74,0.7298728823661804,24.82062149047852,24.83062149047852,2013-03-04,2013-05-17,0.7610200643539429,0.0043541332706809,12.380532264709473,-23.070674896240234,0.0012117241168793,0.0100000000000015
84000,830,0.630376935005188,24.397216796875,24.407216796875,2013-03-11,2015-06-19,-0.3317663967609405,0.0060134828090667,27.20236587524414,-30.827531814575195,0.0009255952380952,0.0100000000000015
60000,70,0.7357690930366516,25.517078399658203,25.527078399658205,2013-03-08,2013-05-17,0.7340672612190247,0.0042589134536683,15.54418659210205,-26.015478134155277,0.0012699999491333,0.0100000000000015
64000,0,0.7271443009376526,25.15391731262207,25.163917312622072,2013-03-15,2013-03-15,0.5896939039230347,0.0042555960826575,19.341949462890625,-36.59554290771485,0.00124609375,0.0100000000000015
80000,101,0.6310194134712219,24.066560745239254,24.076757431030277,2013-03-12,2013-06-21,-0.2747426331043243,0.0052612861618399,21.348201751708984,-29.94797134399414,0.0009783749580375,0.0101966857910156
62000,64,0.7286899089813232,24.826473236083984,24.985645294189453,2013-03-14,2013-05-17,0.6676651239395142,0.0040516010485589,16.429033279418945,-36.637489318847656,0.0012725806697741,0.1591720581054687
64000,10,0.6724001169204712,24.72728729248047,24.73728729248047,2013-03-05,2013-03-15,0.7290757894515991,0.0058015347458422,13.755115509033203,-25.246097564697266,0.0011193749904687,0.0100000000000015
62000,74,0.644500732421875,24.597187042236328,24.60718704223633,2013-03-04,2013-05-17,0.7381464242935181,0.0068618953227996,15.14764404296875,-28.719240188598636,0.0011335483674032,0.0100000000000015
64000,70,0.6859784722328186,25.03167724609375,25.04167724609375,2013-03-08,2013-05-17,0.6809334754943848,0.0047800815664231,16.407398223876953,-26.12269592285156,0.0011906249523125,0.0100000000000015
68000,2,0.6861914992332458,24.389787673950195,24.536117553710938,2013-03-13,2013-03-15,0.6286159753799438,0.0047760815359652,16.6588191986084,-35.06136703491211,0.0011601470498529,0.1463298797607422
100000,294,0.6399462819099426,26.206823348999023,26.86201477050781,2013-03-01,2013-12-20,-0.3282036781311035,0.0060866582207381,24.708919525146484,-29.691282272338867,0.0007054000091599,0.6551914215087891
66000,64,0.7207220196723938,24.692310333251957,24.702310333251955,2013-03-14,2013-05-17,0.7023738622665405,0.0046160602942109,15.756939888000488,-38.33812713623047,0.0011954545685757,0.0100000000000015
100000,289,0.6346139311790466,26.048131942749023,26.33251571655273,2013-03-06,2013-12-20,-0.3511404991149902,0.0058910772204399,24.94571304321289,-26.036346435546875,0.0007166999816899,0.2843837738037109
66000,74,0.667319655418396,24.880142211914062,24.890142211914064,2013-03-04,2013-05-17,0.7308712005615234,0.0058846748434007,15.151300430297852,-24.52189445495605,0.0010648484663484,0.0100000000000015
68000,70,0.6563882231712341,24.39111328125,24.40111328125,2013-03-08,2013-05-17,0.6350963115692139,0.0051413723267614,17.16700553894043,-26.42329406738281,0.0011205881904117,0.0100000000000015
72000,4,0.6562823057174683,24.42151641845703,24.431516418457036,2013-03-11,2013-03-15,0.5282893180847168,0.0050723454914987,17.07060432434082,-30.272594451904297,0.0010798611111111,0.0100000000000015
100000,465,0.6345983147621155,25.97494125366211,25.98494125366211,2013-03-12,2014-06-20,-0.3588871359825134,0.0054040681570768,24.043228149414062,-29.51067924499512,0.00078269996643,0.0100000000000015
70000,64,0.6911374926567078,24.11112594604492,24.121125946044923,2013-03-14,2013-05-17,0.1568645238876342,0.0047797220759093,11.47783660888672,-38.461669921875,0.0011271428789428,0.0100000000000015
70000,74,0.6625960469245911,24.52629852294922,24.53629852294922,2013-03-04,2013-05-17,0.6709513664245605,0.0060219508595764,18.65163803100586,-24.359281539916992,0.0010039999825571,0.0100000000000015
72000,70,0.6470979452133179,24.266826629638672,24.276826629638677,2013-03-08,2013-05-17,0.5789411067962646,0.0051996055990457,17.391408920288086,-26.2728328704834,0.0010583332909444,0.0100000000000015
92000,658,0.6106285452842712,25.982452392578125,26.197200775146484,2013-03-01,2014-12-19,-0.3473225831985473,0.0064591215923428,24.91157913208008,-29.57596015930176,0.0007667391403913,0.2147483825683593
76000,8,0.6529735922813416,24.22304916381836,24.23304916381836,2013-03-07,2013-03-15,0.0422237031161785,0.0050745261833071,10.123950958251951,-29.88428497314453,0.0010049999638552,0.0100000000000015
74000,64,0.682719886302948,24.019237518310547,24.02923751831055,2013-03-14,2013-05-17,0.0844329670071601,0.0047379960305988,11.041668891906738,-38.43790435791016,0.0010662162368378,0.0100000000000015
92000,653,0.6064783930778503,25.817161560058597,26.130664825439453,2013-03-06,2014-12-19,-0.3548831343650818,0.0064021633006632,25.27503967285156,-29.99617576599121,0.0007790217192282,0.3135032653808594
74000,74,0.6526599526405334,24.48799514770508,24.49799514770508,2013-03-04,2013-05-17,0.3049326241016388,0.0059471139684319,15.812051773071287,-24.20063591003418,0.0009497297132297,0.0100000000000015
76000,70,0.6485361456871033,24.22304916381836,24.23304916381836,2013-03-08,2013-05-17,0.0149162234738469,0.0051004835404455,10.542786598205566,-26.00840187072754,0.0010026315387894,0.0100000000000015
40000,98,0.6896347403526306,28.59845352172852,32.06026077270508,2013-03-15,2013-06-21,0.5203573107719421,0.0013923849910497,17.465030670166016,-13.371016502380373,0.00199375,3.4618072509765625
78000,64,0.6574167013168335,24.00116729736328,24.03004264831543,2013-03-14,2013-05-17,-0.0861189886927604,0.0049546281807124,16.9416446685791,-40.029903411865234,0.0010115384811025,0.0288753509521484
40000,108,0.7474995255470276,27.476791381835938,28.93763542175293,2013-03-05,2013-06-21,0.5251728296279907,0.0021472466178238,17.17629623413086,-16.524608612060547,0.00179099998475,1.4608440399169922
78000,74,0.6308412551879883,24.46963882446289,24.47963882446289,2013-03-04,2013-05-17,-0.1810633689165115,0.0060614836402237,21.06214714050293,-29.631750106811523,0.0009010256253717,0.0100000000000015
92000,1015,0.6300513744354248,25.23513984680176,25.24513984680176,2013-03-08,2015-12-18,-0.2887131869792938,0.0059101809747517,24.1380615234375,-26.47269058227539,0.0008282608363913,0.0100000000000015
80000,70,0.6349145174026489,24.22167205810547,24.23167205810547,2013-03-08,2013-05-17,-0.2282062023878097,0.0052968598902225,20.444129943847656,-26.9044246673584,0.00095249996185,0.0100000000000015
44000,100,0.691450297832489,27.92329978942871,30.72931480407715,2013-03-13,2013-06-21,0.5313021540641785,0.0016429153038188,17.357622146606445,-13.776805877685549,0.0017929545315909,2.806015014648437
82000,64,0.6476729512214661,24.01925277709961,24.02925277709961,2013-03-14,2013-05-17,-0.1327544748783111,0.0051242159679532,19.32425117492676,-39.96796417236328,0.0009621951405609,0.0100000000000015
82000,74,0.6286624073982239,24.49518394470215,24.50518394470215,2013-03-04,2013-05-17,-0.2093530744314193,0.0054409387521445,19.02577781677246,-24.92932891845703,0.0008570731558414,0.0100000000000015
92000,1373,0.6501624584197998,24.97829818725586,24.98829818725586,2013-03-14,2016-12-16,-0.3865702748298645,0.0059274244122207,26.754920959472656,-39.47735977172852,0.0008576087122391,0.0100000000000015
84000,70,0.626334547996521,24.249900817871094,24.25990081787109,2013-03-08,2013-05-17,-0.2685788869857788,0.006019003689289,23.93956756591797,-26.949914932250977,0.0009071428208095,0.0100000000000015
92000,1383,0.6067237854003906,26.026123046875,26.18195343017578,2013-03-04,2016-12-16,-0.3233944177627563,0.0064380816183984,23.684675216674805,-29.052536010742188,0.0007639130302065,0.1558303833007812
48000,102,0.732687771320343,27.62681579589844,28.94393348693848,2013-03-11,2013-06-21,0.5172024965286255,0.0017274824203923,17.312959671020508,-16.140979766845703,0.0016197916666666,1.317117691040039
86000,64,0.6456137299537659,24.20927047729492,24.445144653320312,2013-03-14,2013-05-17,-0.3138552010059356,0.0058553181588649,25.196250915527344,-39.99070739746094,0.0009174418782093,0.2358741760253906
86000,74,0.6014629602432251,24.98295783996582,24.992957839965825,2013-03-04,2013-05-17,-0.2931787073612213,0.0066497148945927,23.121166229248047,-29.65771484375,0.0008172092881279,0.0100000000000015
92000,826,0.6553177237510681,24.932523727416992,24.942523727416997,2013-03-15,2015-06-19,-0.441291481256485,0.0058784722350537,27.553571701049805,-39.40653991699219,0.0008668478260869,0.0100000000000015
92000,836,0.6094368100166321,25.85881233215332,26.079116821289062,2013-03-05,2015-06-19,-0.3286219239234924,0.0064039542339742,25.25815773010254,-29.765743255615234,0.0007786956455434,0.2203044891357422
88000,70,0.6297858357429504,24.61969947814941,24.629699478149416,2013-03-08,2013-05-17,-0.2965340912342071,0.0058792731724679,23.44076156616211,-26.49342918395996,0.0008659090562272,0.0100000000000015
10,14,0.754593014717102,34.90983200073242,42.56104278564453,2013-03-01,2013-03-15,0.5330408811569214,0.0018285005353391,17.183034896850586,-14.814804077148438,7.0540000916,7.651210784912109
52000,106,0.6971926689147949,26.75678062438965,26.96500015258789,2013-03-07,2013-06-21,0.6922816038131714,0.0023174637462943,17.361085891723633,-16.260257720947266,0.0014688461010192,0.2082195281982422
90000,64,0.6510499119758606,24.57756233215332,24.58756233215332,2013-03-14,2013-05-17,-0.3475806713104248,0.0060287127271294,26.084651947021484,-39.24478149414063,0.0008766666836222,0.0100000000000015
10,9,0.7535645365715027,34.891597747802734,43.7611083984375,2013-03-06,2013-03-15,0.5184398889541626,0.0015979079762473,17.59633445739746,-14.963899612426758,7.1669998169,8.869510650634766
90000,74,0.6068130135536194,25.616809844970703,25.66225814819336,2013-03-04,2013-05-17,-0.3173617720603943,0.006634609773755,23.528797149658203,-29.0842227935791,0.0007808888753222,0.0454483032226562
50000,190,0.6625382900238037,26.85294914245605,28.594913482666016,2013-03-14,2013-09-20,0.5388627648353577,0.001714571728371,17.134021759033203,-13.684348106384276,0.00157800003052,1.741964340209961
92000,70,0.6300513744354248,25.23513984680176,25.24513984680176,2013-03-08,2013-05-17,-0.2887131869792938,0.0059101809747517,24.1380615234375,-26.47269058227539,0.0008282608363913,0.0100000000000015
50000,200,0.680359423160553,25.73872947692871,25.748729476928716,2013-03-04,2013-09-20,0.6925666928291321,0.0029113690834492,16.677343368530273,-15.539209365844728,0.00140559997558,0.0100000000000015
60000,98,0.7572860717773438,25.60283088684082,25.612830886840825,2013-03-15,2013-06-21,0.6528372764587402,0.0037203640677034,18.07575798034668,-35.621490478515625,0.0013291666666666,0.0100000000000015
94000,64,0.6541977524757385,25.08756256103516,25.09756256103516,2013-03-14,2013-05-17,-0.3897903263568878,0.0057109273038804,24.447799682617188,-39.47790145874024,0.0008393617183617,0.0100000000000015
60000,108,0.6928554773330688,24.8138427734375,24.8238427734375,2013-03-05,2013-06-21,0.7353237867355347,0.0056999931111931,13.308133125305176,-25.357147216796875,0.0011939999898333,0.0100000000000015
94000,74,0.6063510775566101,26.25479507446289,26.79468536376953,2013-03-04,2013-05-17,-0.3114383220672607,0.0063273254781961,23.453611373901367,-29.084199905395508,0.0007476595614787,0.5398902893066406
52000,196,0.6958561539649963,26.75678062438965,26.96500015258789,2013-03-08,2013-09-20,0.6810617446899414,0.0023388585541397,17.56641387939453,-17.003435134887695,0.0014653845566923,0.2082195281982422
96000,7,0.6336772441864014,25.37838554382324,25.388385543823244,2013-03-08,2013-03-15,-0.2892789244651794,0.0056905997917056,21.865997314453125,-26.454137802124023,0.0007937499682083,0.0100000000000015
68000,100,0.6861914992332458,24.389787673950195,24.536117553710938,2013-03-13,2013-06-21,0.6286159753799438,0.0047760815359652,16.6588191986084,-35.06136703491211,0.0011601470498529,0.1463298797607422
96000,44,0.6372789740562439,25.97576332092285,26.33729553222656,2013-03-06,2013-04-19,-0.359632134437561,0.0061527844518423,24.826812744140625,-30.031030654907227,0.000746562480927,0.3615322113037109
96000,64,0.6549480557441711,25.10702896118164,25.11702896118164,2013-03-14,2013-05-17,-0.3553621470928192,0.0056705479510128,24.685590744018555,-39.49161529541016,0.0008218750158958,0.0100000000000015
56000,190,0.8296074271202087,25.929445266723636,26.305694580078125,2013-03-14,2013-09-20,0.6718100309371948,0.0021286520641297,17.554750442504883,-25.075254440307617,0.0014089285986785,0.3762493133544922
56000,200,0.7396884560585022,25.01629638671875,25.02629638671875,2013-03-04,2013-09-20,0.7411856651306152,0.0042305039241909,13.457271575927734,-22.61554908752441,0.0012549999781964,0.0100000000000015
120000,465,0.706892192363739,26.44744300842285,26.73803329467773,2013-03-12,2014-06-20,-0.3441203832626343,0.0038046676199883,23.947769165039062,-28.919492721557617,0.000652249972025,0.2905902862548828
76000,102,0.6625427007675171,24.37486267089844,24.38486267089844,2013-03-11,2013-06-21,0.1073885858058929,0.0049752839840948,10.609917640686035,-30.237831115722656,0.0010230263157894,0.0100000000000015
120000,658,0.7029443383216858,26.58397102355957,27.80765151977539,2013-03-01,2014-12-19,-0.3408659100532532,0.0045485226437449,23.61951446533203,-25.07516860961914,0.0005878333409666,1.2236804962158203
120000,653,0.6993018984794617,26.486106872558597,27.39364242553711,2013-03-06,2014-12-19,-0.3488751649856567,0.0044915657490491,23.638490676879883,-25.850528717041016,0.0005972499847416,0.9075355529785156
60000,196,0.7357690930366516,25.517078399658203,25.527078399658205,2013-03-08,2013-09-20,0.7340672612190247,0.0042589134536683,15.54418659210205,-26.015478134155277,0.0012699999491333,0.0100000000000015
100000,829,0.6345983147621155,25.97494125366211,25.98494125366211,2013-03-12,2015-06-19,-0.3588871359825134,0.0054040681570768,24.043228149414062,-29.51067924499512,0.00078269996643,0.0100000000000015
84000,106,0.6297006011009216,24.249900817871094,24.25990081787109,2013-03-07,2013-06-21,-0.2684306502342224,0.005997609347105,23.74727249145508,-30.82061767578125,0.0009092856815833,0.0100000000000015
100000,1022,0.6399462819099426,26.206823348999023,26.86201477050781,2013-03-01,2015-12-18,-0.3282036781311035,0.0060866582207381,24.708919525146484,-29.691282272338867,0.0007054000091599,0.6551914215087891
100000,1017,0.6346139311790466,26.048131942749023,26.33251571655273,2013-03-06,2015-12-18,-0.3511404991149902,0.0058910772204399,24.94571304321289,-26.036346435546875,0.0007166999816899,0.2843837738037109
64000,190,0.7259549498558044,24.938308715820312,24.948308715820318,2013-03-14,2013-09-20,0.6755002737045288,0.0043865544721484,16.23930549621582,-36.71147918701172,0.0012328125238437,0.0100000000000015
64000,200,0.6454684734344482,24.70074462890625,24.71074462890625,2013-03-04,2013-09-20,0.7382529973983765,0.0065076597966253,14.849808692932127,-28.724157333374023,0.0010981249809218,0.0100000000000015
92000,98,0.6553177237510681,24.932523727416992,24.942523727416997,2013-03-15,2013-06-21,-0.441291481256485,0.0058784722350537,27.553571701049805,-39.40653991699219,0.0008668478260869,0.0100000000000015
100000,1375,0.6345983147621155,25.97494125366211,25.98494125366211,2013-03-12,2016-12-16,-0.3588871359825134,0.0054040681570768,24.043228149414062,-29.51067924499512,0.00078269996643,0.0100000000000015
92000,108,0.6094368100166321,25.85881233215332,26.079116821289062,2013-03-05,2013-06-21,-0.3286219239234924,0.0064039542339742,25.25815773010254,-29.765743255615234,0.0007786956455434,0.2203044891357422
100000,1750,0.6399462819099426,26.206823348999023,26.86201477050781,2013-03-01,2017-12-15,-0.3282036781311035,0.0060866582207381,24.708919525146484,-29.691282272338867,0.0007054000091599,0.6551914215087891
100000,1745,0.6346139311790466,26.048131942749023,26.33251571655273,2013-03-06,2017-12-15,-0.3511404991149902,0.0058910772204399,24.94571304321289,-26.036346435546875,0.0007166999816899,0.2843837738037109
68000,196,0.6563882231712341,24.39111328125,24.40111328125,2013-03-08,2013-09-20,0.6350963115692139,0.0051413723267614,17.16700553894043,-26.42329406738281,0.0011205881904117,0.0100000000000015
40000,282,0.69417804479599,28.722307205200195,32.05850982666016,2013-03-13,2013-12-20,0.5335703492164612,0.0015322292456403,17.381834030151367,-13.776805877685549,0.00197224998475,3.336202621459961
48000,66,0.6781391501426697,27.38506126403809,28.92920684814453,2013-03-12,2013-05-17,0.5350950956344604,0.0016834362177178,17.309255599975586,-12.38133430480957,0.0016306249300625,1.544145584106445
72000,190,0.684170663356781,24.063026428222656,24.073026428222654,2013-03-14,2013-09-20,0.1250028163194656,0.0047755474224686,11.329538345336914,-38.44537353515625,0.0010958333545277,0.0100000000000015
100000,1,0.653789758682251,25.937877655029297,25.9478776550293,2013-03-14,2013-03-15,-0.3528128862380981,0.0053853495046496,24.43368530273437,-39.50835037231445,0.00078900001526,0.0100000000000015
72000,200,0.6555582880973816,24.516345977783203,24.526345977783205,2013-03-04,2013-09-20,0.6421200037002563,0.0060221757739782,18.94918441772461,-24.31597328186035,0.0009761110941527,0.0100000000000015
44000,284,0.7395513653755188,27.979278564453125,30.147476196289062,2013-03-11,2013-12-20,0.5172024965286255,0.0017495057545602,17.574792861938477,-16.17258644104004,0.0017670454545454,2.168197631835937
100000,36,0.653789758682251,25.937877655029297,25.9478776550293,2013-03-14,2013-04-19,-0.3528128862380981,0.0053853495046496,24.43368530273437,-39.50835037231445,0.00078900001526,0.0100000000000015
100000,64,0.653789758682251,25.937877655029297,25.9478776550293,2013-03-14,2013-05-17,-0.3528128862380981,0.0053853495046496,24.43368530273437,-39.50835037231445,0.00078900001526,0.0100000000000015
76000,196,0.6485361456871033,24.22304916381836,24.23304916381836,2013-03-08,2013-09-20,0.0149162234738469,0.0051004835404455,10.542786598205566,-26.00840187072754,0.0010026315387894,0.0100000000000015
105000,37,0.714603841304779,26.487154006958008,26.56628799438477,2013-03-13,2013-04-19,-0.3541641235351562,0.0037837643176317,23.94059181213379,-36.09743881225586,0.0007513333275238,0.0791339874267578
48000,288,0.7295922040939331,27.31509780883789,28.18044090270996,2013-03-07,2013-12-20,0.5567687749862671,0.0017786002717912,17.47756576538086,-16.130128860473633,0.0015912499427708,0.8653430938720703
