UNDERLYING_PRICE,STRIKE,DTE,OPTION_RIGHT,MARK_IV,BID_PRICE,ASK_PRICE,QUOTE_DATE,EXPIRY_DATE,DELTA,GAMMA,VEGA,THETA,RHO,MID_PRICE,MONEYNESS,ASK_USD,BID_USD,NEGOTIATED_PRICE
55260.19,24000.0,18.16662,put,135.11,0.0001,0.0004,2024-09-09,2024-09-27,-0.00177,0.0,0.69894,-2.59773,-0.05327,0.00025,2.302507916666667,22.104076000000003,5.526019000000001,13.815047500000002
55260.53,25000.0,18.16662,put,127.7,0.0001,0.0004,2024-09-09,2024-09-27,-0.00172,0.0,0.68078,-2.39147,-0.05147,0.00025,2.2104212,22.104212,5.526053,13.8151325
55260.53,26000.0,18.16662,put,121.75,0.0001,0.0004,2024-09-09,2024-09-27,-0.0018,0.0,0.71126,-2.38216,-0.05381,0.00025,2.1254049999999998,22.104212,5.526053,13.8151325
55260.53,27000.0,18.16662,put,116.09,0.0001,0.0003,2024-09-09,2024-09-27,-0.0019,0.0,0.74631,-2.38322,-0.05653,0.00019999999999999998,2.046686296296296,16.578159,5.526053,11.052106
55260.59,28000.0,18.16662,put,112.76,0.0001,0.0004,2024-09-09,2024-09-27,-0.00234,0.0,0.90279,-2.80065,-0.06965,0.00025,1.9735924999999999,22.104236,5.526059,13.8151475
55260.52,29000.0,18.16662,put,112.73,0.0002,0.0004,2024-09-09,2024-09-27,-0.00358,0.0,1.32223,-4.10192,-0.10664,0.00030000000000000003,1.905535172413793,22.104208,11.052104,16.578156
55260.52,30000.0,18.16662,put,108.34,0.0002,0.0005,2024-09-09,2024-09-27,-0.00405,0.0,1.47711,-4.40278,-0.1204,0.00035,1.8420173333333332,27.63026,11.052104,19.341182
55260.52,31000.0,18.16662,put,106.4,0.0003,0.0006,2024-09-09,2024-09-27,-0.00533,0.0,1.88567,-5.5215,-0.15837,0.00045,1.7825974193548386,33.15631199999999,16.578155999999996,24.867233999999996
55260.49,32000.0,18.16662,put,103.68,0.0004,0.0006,2024-09-09,2024-09-27,-0.00662,0.0,2.2857,-6.52114,-0.19667,0.0005,1.7268903125,33.156293999999995,22.104196,27.630245
55260.57,33000.0,18.16662,put,100.65,0.0005,0.0008,2024-09-09,2024-09-27,-0.00803,0.0,2.71161,-7.50786,-0.23859,0.00065,1.6745627272727273,44.208456000000005,27.630285,35.9193705
55260.49,34000.0,18.16662,put,98.95,0.0007,0.001,2024-09-09,2024-09-27,-0.01043,0.0,3.4093,-9.28433,-0.3101,0.0008500000000000001,1.6253085294117646,55.26049,38.682342999999996,46.9714165
55260.49,35000.0,18.16662,put,96.0,0.0008,0.0012,2024-09-09,2024-09-27,-0.01257,0.0,4.0077,-10.58884,-0.37325,0.001,1.5788711428571427,66.31258799999999,44.208392,55.26049
55260.49,36000.0,18.16662,put,93.31,0.0011,0.0014,2024-09-09,2024-09-27,-0.01529,0.0,4.74584,-12.18825,-0.45386,0.00125,1.535013611111111,77.36468599999999,60.786539000000005,69.0756125
55260.49,37000.0,18.16662,put,90.5,0.0013,0.0016,2024-09-09,2024-09-27,-0.01841,0.0,5.5633,-13.85641,-0.54617,0.00145,1.4935267567567567,88.416784,71.83863699999999,80.1277105
55260.49,38000.0,18.16662,put,87.91,0.0016,0.0019,2024-09-09,2024-09-27,-0.02236,0.0,6.56032,-15.87262,-0.66317,0.00175,1.4542234210526315,104.994931,88.416784,96.70585750000001
55260.06,39000.0,18.16662,put,84.94,0.0019,0.0022,2024-09-09,2024-09-27,-0.02657,1e-05,7.58223,-17.72454,-0.78724,0.00205,1.4169246153846153,121.572132,104.994114,113.28312299999999
55260.06,40000.0,18.16662,put,82.1,0.0023,0.0026,2024-09-09,2024-09-27,-0.03173,1e-05,8.78737,-19.85568,-0.93946,0.00245,1.3815015,143.676156,127.09813799999999,135.387147
55260.06,41000.0,18.16662,put,79.24,0.0027,0.003,2024-09-09,2024-09-27,-0.0378,1e-05,10.14575,-22.12434,-1.11827,0.00285,1.3478063414634145,165.78018,149.20216200000002,157.491171
55260.06,42000.0,18.16662,put,76.32,0.0032,0.0035,2024-09-09,2024-09-27,-0.04488,1e-05,11.66093,-24.49226,-1.32654,0.00335,1.3157157142857143,193.41021,176.832192,185.12120099999999
55260.12,43000.0,18.16662,put,73.84,0.0038,0.0043,2024-09-09,2024-09-27,-0.05424,1e-05,13.56383,-27.56497,-1.60272,0.00405,1.285119069767442,237.618516,209.988456,223.80348600000002
55260.12,44000.0,18.16662,put,71.57,0.0045,0.005,2024-09-09,2024-09-27,-0.06592,1e-05,15.8039,-31.1284,-1.94832,0.00475,1.2559118181818183,276.30060000000003,248.67054,262.48557
55260.12,45000.0,18.16662,put,68.72,0.0055,0.006,2024-09-09,2024-09-27,-0.07834,2e-05,18.03934,-34.11495,-2.31352,0.00575,1.2280026666666668,331.56072,303.93066,317.74568999999997
55260.26,46000.0,18.16662,put,66.65,0.007,0.0075,2024-09-09,2024-09-27,-0.09548,2e-05,20.91526,-38.36839,-2.82128,0.0072499999999999995,1.20131,414.45195,386.82182,400.636885
55260.26,47000.0,18.16662,put,64.89,0.0085,0.009,2024-09-09,2024-09-27,-0.11687,2e-05,24.20584,-43.22845,-3.45708,0.00875,1.1757502127659576,497.34234,469.71221,483.52727500000003
55260.26,48000.0,18.16662,put,63.33,0.0105,0.0115,2024-09-09,2024-09-27,-0.14287,3e-05,27.82011,-48.491,-4.23265,0.011,1.1512554166666666,635.49299,580.2327300000001,607.86286
55260.26,49000.0,18.16662,put,61.64,0.0135,0.014,2024-09-09,2024-09-27,-0.17281,3e-05,31.52702,-53.48167,-5.12756,0.01375,1.1277604081632653,773.64364,746.01351,759.828575
55260.66,50000.0,18.16662,put,60.41,0.0165,0.0175,2024-09-09,2024-09-27,-0.20906,4e-05,35.43771,-58.9155,-6.21831,0.017,1.1052132000000001,967.0615500000001,911.8008900000001,939.4312200000002
55260.66,51000.0,18.16662,put,59.21,0.0205,0.0215,2024-09-09,2024-09-27,-0.25033,4e-05,39.20477,-63.88528,-7.46629,0.020999999999999998,1.0835423529411765,1188.10419,1132.84353,1160.47386
55260.66,52000.0,18.16662,put,58.24,0.026,0.0265,2024-09-09,2024-09-27,-0.29701,5e-05,42.6708,-68.39749,-8.88905,0.02625,1.062705,1464.40749,1436.77716,1450.592325
55260.66,53000.0,18.16662,put,57.48,0.032,0.0325,2024-09-09,2024-09-27,-0.34833,5e-05,45.58557,-72.11806,-10.46819,0.03225,1.042653962264151,1795.9714500000002,1768.34112,1782.156285
55260.51,54000.0,18.16662,put,56.83,0.039,0.04,2024-09-09,2024-09-27,-0.40308,6e-05,47.72533,-74.64555,-12.17014,0.0395,1.0233427777777777,2210.4204,2155.15989,2182.790145
55260.51,55000.0,18.16662,put,56.39,0.0475,0.0485,2024-09-09,2024-09-27,-0.45999,6e-05,48.9365,-75.94192,-13.9644,0.048,1.0047365454545454,2680.134735,2624.874225,2652.50448
55260.51,56000.0,18.16662,put,56.2,0.056,0.058,2024-09-09,2024-09-27,-0.51728,6e-05,49.13791,-76.00103,-15.8038,0.057,0.9867948214285714,3205.1095800000003,3094.58856,3149.84907
55260.25,57000.0,18.16662,put,56.04,0.0665,0.069,2024-09-09,2024-09-27,-0.57354,6e-05,48.34581,-74.57038,-17.6434,0.06775,0.9694780701754386,3812.9572500000004,3674.806625,3743.8819375000003
55260.25,58000.0,18.16662,put,56.09,0.0785,0.0805,2024-09-09,2024-09-27,-0.62707,5e-05,46.66831,-72.04213,-19.44006,0.0795,0.9527629310344827,4448.450125,4337.929625,4393.189875
55260.25,59000.0,18.16662,put,56.28,0.0905,0.093,2024-09-09,2024-09-27,-0.67678,5e-05,44.2721,-68.57829,-21.15808,0.09175,0.936614406779661,5139.20325,5001.052625,5070.1279374999995
55260.25,60000.0,18.16662,put,56.58,0.103,0.1085,2024-09-09,2024-09-27,-0.72201,5e-05,41.35674,-64.39529,-22.77847,0.10575,0.9210041666666666,5995.737125,5691.8057499999995,5843.7714375
55259.23,62000.0,18.16662,put,57.67,0.132,0.138,2024-09-09,2024-09-27,-0.79679,4e-05,34.84577,-55.30551,-25.65127,0.135,0.8912779032258065,7625.773740000001,7294.218360000001,7459.996050000002
55259.23,63000.0,18.16662,put,58.39,0.148,0.154,2024-09-09,2024-09-27,-0.82668,4e-05,31.58521,-50.75945,-26.90599,0.151,0.8771306349206349,8509.92142,8178.36604,8344.14373
55259.23,64000.0,18.16662,put,59.07,0.1645,0.1705,2024-09-09,2024-09-27,-0.85279,3e-05,28.38707,-46.14461,-28.06691,0.1675,0.86342546875,9421.698715,9090.143335,9255.921025
55259.23,65000.0,18.16662,put,59.89,0.181,0.187,2024-09-09,2024-09-27,-0.87459,3e-05,25.43685,-41.92471,-29.11982,0.184,0.8501420000000001,10333.47601,10001.92063,10167.69832
55258.81,66000.0,18.16662,put,60.69,0.198,0.204,2024-09-09,2024-09-27,-0.8933,2e-05,22.67886,-37.8779,-30.0962,0.201,0.8372546969696969,11272.797239999998,10941.24438,11107.020809999998
55258.81,67000.0,18.16662,put,61.64,0.215,0.2215,2024-09-09,2024-09-27,-0.90861,2e-05,20.2495,-34.35282,-30.98673,0.21825,0.8247583582089552,12239.826415,11880.64415,12060.2352825
55258.81,68000.0,18.16662,put,62.58,0.232,0.2385,2024-09-09,2024-09-27,-0.92166,2e-05,18.04041,-31.06906,-31.82106,0.23525000000000001,0.8126295588235294,13179.226185,12820.04392,12999.6350525
55258.28,69000.0,18.16662,put,63.49,0.2495,0.2565,2024-09-09,2024-09-27,-0.9328,2e-05,16.03919,-28.02791,-32.60449,0.253,0.8008446376811594,14173.74882,13786.940859999999,13980.34484
55258.28,70000.0,18.16662,put,64.4,0.267,0.2735,2024-09-09,2024-09-27,-0.94227,1e-05,14.24725,-25.25075,-33.34628,0.27025,0.789404,15113.139580000001,14753.96076,14933.55017
55258.28,72000.0,18.16662,put,66.36,0.3025,0.3095,2024-09-09,2024-09-27,-0.95669,1e-05,11.33108,-20.69542,-34.71402,0.306,0.7674761111111111,17102.43766,16715.629699999998,16909.03368
55258.28,75000.0,18.16662,put,69.21,0.356,0.3625,2024-09-09,2024-09-27,-0.97136,1e-05,8.0717,-15.37484,-36.58683,0.35924999999999996,0.7367770666666666,20031.1265,19671.947679999997,19851.537089999998
55252.29,80000.0,18.16662,put,72.09,0.444,0.453,2024-09-09,2024-09-27,-0.98682,0.0,4.17665,-8.28692,-39.47569,0.4485,0.690653625,25029.287370000002,24532.016760000002,24780.652065000002
55252.29,85000.0,18.16662,put,74.34,0.534,0.543,2024-09-09,2024-09-27,-0.99404,0.0,2.08414,-4.26383,-42.15192,0.5385,0.6500269411764706,30001.99347,29504.72286,29753.358165
55252.29,90000.0,18.16662,put,80.81,0.625,0.634,2024-09-09,2024-09-27,-0.99555,0.0,1.60536,-3.57034,-44.6805,0.6295,0.6139143333333333,35029.95186,34532.68125,34781.316555
55252.29,95000.0,18.16662,put,87.52,0.7155,0.7245,2024-09-09,2024-09-27,-0.9963,0.0,1.36259,-3.28203,-47.18888,0.72,0.581603052631579,40030.284105,39533.013495,39781.648799999995
55250.15,100000.0,18.16662,put,93.34,0.8055,0.8145,2024-09-09,2024-09-27,-0.99697,0.0,1.1367,-2.92012,-49.69531,0.81,0.5525015,45001.247175000004,44503.995825,44752.6215
55250.15,105000.0,18.16662,put,96.35,0.8955,0.905,2024-09-09,2024-09-27,-0.99801,0.0,0.77843,-2.06423,-52.21075,0.90025,0.5261919047619048,50001.38575,49476.509325,49738.947537500004
55250.15,110000.0,18.16662,put,99.95,0.986,0.997,2024-09-09,2024-09-27,-0.99854,0.0,0.58603,-1.61211,-54.71326,0.9915,0.5022740909090909,55084.39955,54476.6479,54780.52372500001
55249.83,115000.0,18.16662,put,99.95,1.0765,1.0875,2024-09-09,2024-09-27,-0.99925,0.0,0.31737,-0.87307,-57.22026,1.0819999999999999,0.4804333043478261,60084.190124999994,59476.441995,59780.31606
55249.83,120000.0,18.16662,put,99.95,1.1665,1.178,2024-09-09,2024-09-27,-0.99962,0.0,0.16999,-0.46763,-59.71842,1.17225,0.46041525,65084.299739999995,64448.92669500001,64766.6132175
55249.83,125000.0,18.16662,put,99.95,1.2565,1.269,2024-09-09,2024-09-27,-0.99981,0.0,0.09026,-0.24829,-62.21197,1.26275,0.44199864,70112.03427,69421.411395,69766.7228325
55249.83,130000.0,18.16662,put,99.95,1.345,1.36,2024-09-09,2024-09-27,-0.9999,0.0,0.0476,-0.13095,-64.70313,1.3525,0.4249986923076923,75139.7688,74311.02135,74725.39507500001
55249.51,140000.0,18.16662,put,100.07,1.5275,1.5415,2024-09-09,2024-09-27,-0.99997,0.0,0.01333,-0.03672,-69.68237,1.5345,0.39463935714285714,85167.119665,84393.62652500001,84780.37309500002
55249.51,160000.0,18.16662,put,101.32,1.888,1.905,2024-09-09,2024-09-27,-1.0,0.0,0.0013,-0.00363,-79.63769,1.8965,0.34530943750000004,105250.31655,104311.07488,104780.69571500001
55249.51,180000.0,18.16662,put,107.02,2.2485,2.268,2024-09-09,2024-09-27,-1.0,0.0,0.00043,-0.00126,-89.59245,2.25825,0.3069417222222222,125305.88867999999,124228.523235,124767.2059575
55249.51,200000.0,18.16662,put,112.44,2.6095,2.6315,2024-09-09,2024-09-27,-1.0,0.0,0.00018,-0.00056,-99.54718,2.6205,0.27624755,145389.08556500002,144173.59634500003,144781.34095500002
55248.93,240000.0,18.16662,put,121.75,3.331,3.359,2024-09-09,2024-09-27,-1.0,0.0,5e-05,-0.00015,-119.45662,3.3449999999999998,0.230203875,185581.15587,184034.18583,184807.67085
55604.49,25000.0,46.16662,put,94.65,0.0005,0.0009,2024-09-09,2024-10-25,-0.0055,0.0,3.11058,-3.18805,-0.43264,0.0007,2.2241796,50.044041,27.802245,38.923142999999996
55606.07,30000.0,46.16662,put,84.53,0.0014,0.0019,2024-09-09,2024-10-25,-0.0138,0.0,6.97107,-6.38201,-1.08411,0.00165,1.8535356666666667,105.651533,77.84849799999999,91.75001549999999
55606.07,35000.0,46.16662,put,75.53,0.0035,0.0038,2024-09-09,2024-10-25,-0.0316,0.0,14.0482,-11.49117,-2.47974,0.00365,1.588744857142857,211.303066,194.62124500000002,202.9621555
55606.07,40000.0,46.16662,put,66.84,0.007,0.008,2024-09-09,2024-10-25,-0.06622,1e-05,25.43877,-18.41541,-5.19131,0.0075,1.39015175,444.84856,389.24249000000003,417.045525
55606.07,42000.0,46.16662,put,64.36,0.01,0.011,2024-09-09,2024-10-25,-0.09005,1e-05,32.12714,-22.3929,-7.07399,0.010499999999999999,1.3239540476190477,611.6667699999999,556.0607,583.8637349999999
55606.59,44000.0,46.16662,put,62.13,0.014,0.015,2024-09-09,2024-10-25,-0.12101,2e-05,39.7941,-26.77689,-9.534,0.014499999999999999,1.2637861363636362,834.09885,778.49226,806.2955549999999
55606.59,45000.0,46.16662,put,61.11,0.0165,0.0175,2024-09-09,2024-10-25,-0.13954,2e-05,43.91899,-29.0689,-11.01419,0.017,1.2357019999999999,973.115325,917.508735,945.31203
55606.59,46000.0,46.16662,put,60.28,0.0195,0.0205,2024-09-09,2024-10-25,-0.16063,2e-05,48.24268,-31.49508,-12.70961,0.02,1.2088389130434782,1139.935095,1084.328505,1112.1318
55606.19,47000.0,46.16662,put,59.56,0.023,0.024,2024-09-09,2024-10-25,-0.18412,2e-05,52.63277,-33.94797,-14.60882,0.0235,1.183110425531915,1334.5485600000002,1278.94237,1306.745465
55606.19,48000.0,46.16662,put,58.89,0.027,0.028,2024-09-09,2024-10-25,-0.20984,2e-05,56.96923,-36.33689,-16.7007,0.0275,1.1584622916666667,1556.97332,1501.36713,1529.170225
55606.19,49000.0,46.16662,put,58.32,0.0315,0.0325,2024-09-09,2024-10-25,-0.23778,3e-05,61.16812,-38.63677,-18.99139,0.032,1.1348202040816326,1807.2011750000001,1751.5949850000002,1779.3980800000002
55606.19,50000.0,46.16662,put,57.93,0.037,0.038,2024-09-09,2024-10-25,-0.268,3e-05,65.14628,-40.86891,-21.49366,0.0375,1.1121238,2113.03522,2057.42903,2085.232125
55605.71,51000.0,46.16662,put,57.53,0.043,0.044,2024-09-09,2024-10-25,-0.29984,3e-05,68.74338,-42.83296,-24.15108,0.0435,1.0903080392156863,2446.6512399999997,2391.04553,2418.848385
55605.71,52000.0,46.16662,put,57.22,0.0495,0.0505,2024-09-09,2024-10-25,-0.33316,3e-05,71.89125,-44.55023,-26.96284,0.05,1.0693405769230768,2808.0883550000003,2752.482645,2780.2855
55605.71,53000.0,46.16662,put,57.01,0.057,0.058,2024-09-09,2024-10-25,-0.36765,3e-05,74.51276,-46.00756,-29.91073,0.0575,1.0491643396226416,3225.1311800000003,3169.52547,3197.3283250000004
55605.71,54000.0,46.16662,put,56.85,0.065,0.0665,2024-09-09,2024-10-25,-0.40283,3e-05,76.54344,-47.12985,-32.95757,0.06575,1.0297353703703704,3697.779715,3614.37115,3656.0754325
55605.37,55000.0,46.16662,put,56.75,0.074,0.075,2024-09-09,2024-10-25,-0.43835,4e-05,77.95082,-47.90936,-36.07864,0.0745,1.0110067272727272,4170.40275,4114.79738,4142.6000650000005
55605.37,56000.0,46.16662,put,56.76,0.083,0.085,2024-09-09,2024-10-25,-0.47373,4e-05,78.72359,-48.39257,-39.24635,0.084,0.9929530357142857,4726.456450000001,4615.24571,4670.85108
55605.37,57000.0,46.16662,put,56.75,0.092,0.0955,2024-09-09,2024-10-25,-0.5087,4e-05,78.87594,-48.47932,-42.42797,0.09375,0.9755328070175439,5310.312835000001,5115.69404,5213.0034375000005
55605.37,58000.0,46.16662,put,56.82,0.103,0.1065,2024-09-09,2024-10-25,-0.54285,4e-05,78.4397,-48.26552,-45.6026,0.10475,0.958713275862069,5921.971905,5727.35311,5824.6625075
55605.37,59000.0,46.16662,put,56.94,0.1145,0.118,2024-09-09,2024-10-25,-0.57589,3e-05,77.46296,-47.76688,-48.74364,0.11624999999999999,0.9424638983050848,6561.43366,6366.814865,6464.1242624999995
55605.37,60000.0,46.16662,put,57.13,0.127,0.1305,2024-09-09,2024-10-25,-0.6075,3e-05,76.01364,-47.0287,-51.83107,0.12875,0.9267561666666667,7256.500785,7061.881990000001,7159.191387500001
55605.37,61000.0,46.16662,put,57.32,0.1395,0.143,2024-09-09,2024-10-25,-0.63768,3e-05,74.14844,-46.03152,-54.85346,0.14125,0.9115634426229509,7951.56791,7756.949115000001,7854.2585125000005
55605.08,62000.0,46.16662,put,57.56,0.1525,0.157,2024-09-09,2024-10-25,-0.6662,3e-05,71.94489,-44.84779,-57.79695,0.15475,0.8968561290322581,8729.99756,8479.7747,8604.886129999999
55605.08,63000.0,46.16662,put,57.84,0.166,0.1725,2024-09-09,2024-10-25,-0.6929,3e-05,69.48335,-43.52401,-60.65178,0.16925,0.8826203174603174,9591.8763,9230.443280000001,9411.159790000002
55605.08,64000.0,46.16662,put,58.16,0.18,0.187,2024-09-09,2024-10-25,-0.7178,3e-05,66.82468,-42.09024,-63.4075,0.1835,0.868829375,10398.14996,10008.9144,10203.53218
55605.08,65000.0,46.16662,put,58.49,0.1945,0.2015,2024-09-09,2024-10-25,-0.74101,3e-05,64.01749,-40.55267,-66.06698,0.198,0.8554627692307692,11204.423620000001,10815.18806,11009.80584
55604.35,66000.0,46.16662,put,58.83,0.2095,0.2165,2024-09-09,2024-10-25,-0.76254,3e-05,61.12128,-38.94488,-68.6377,0.213,0.8424901515151515,12038.341774999999,11649.111325,11843.72655
55604.35,67000.0,46.16662,put,59.28,0.2245,0.232,2024-09-09,2024-10-25,-0.78196,3e-05,58.25299,-37.39983,-71.08749,0.22825,0.829915671641791,12900.209200000001,12483.176575,12691.692887500001
55604.35,68000.0,46.16662,put,59.61,0.24,0.248,2024-09-09,2024-10-25,-0.80045,2e-05,55.28892,-35.69471,-73.48241,0.244,0.8177110294117647,13789.8788,13345.044,13567.4614
55604.35,69000.0,46.16662,put,60.12,0.2565,0.264,2024-09-09,2024-10-25,-0.81663,2e-05,52.49738,-34.18135,-75.74405,0.26025,0.8058601449275362,14679.5484,14262.515775,14471.0320875
55603.51,70000.0,46.16662,put,60.42,0.2725,0.28,2024-09-09,2024-10-25,-0.83249,2e-05,49.56943,-32.43636,-77.98527,0.27625,0.7943358571428571,15568.982800000002,15151.956475,15360.469637500002
55603.51,71000.0,46.16662,put,61.04,0.288,0.2965,2024-09-09,2024-10-25,-0.84555,2e-05,47.0125,-31.07638,-80.06185,0.29225,0.7831480281690141,16486.440715,16013.810879999999,16250.1257975
55603.51,72000.0,46.16662,put,61.48,0.3045,0.313,2024-09-09,2024-10-25,-0.85826,2e-05,44.38636,-29.55477,-82.11576,0.30874999999999997,0.7722709722222223,17403.89863,16931.268795,17167.5837125
55603.01,73000.0,46.16662,put,61.74,0.321,0.329,2024-09-09,2024-10-25,-0.87073,2e-05,41.66956,-27.86454,-84.15438,0.325,0.7616850684931508,18293.390290000003,17848.56621,18070.97825
55603.01,74000.0,46.16662,put,62.42,0.3385,0.3465,2024-09-09,2024-10-25,-0.88033,2e-05,39.48193,-26.68878,-86.02131,0.3425,0.751392027027027,19266.442965,18821.618885000004,19044.030925
55603.01,75000.0,46.16662,put,62.8,0.3555,0.3635,2024-09-09,2024-10-25,-0.89029,2e-05,37.11271,-25.2429,-87.90837,0.3595,0.7413734666666667,20211.694135,19766.870055,19989.282095000002
55603.01,76000.0,46.16662,put,63.29,0.3725,0.3805,2024-09-09,2024-10-25,-0.89897,1e-05,34.96599,-23.96773,-89.71847,0.3765,0.7316185526315789,21156.945305,20712.121225,20934.533265
55604.06,77000.0,46.16662,put,63.7,0.3895,0.398,2024-09-09,2024-10-25,-0.90719,1e-05,32.85282,-22.66531,-91.49758,0.39375000000000004,0.7221306493506493,22130.41588,21657.78137,21894.098625
55604.06,78000.0,46.16662,put,64.01,0.4065,0.416,2024-09-09,2024-10-25,-0.91512,1e-05,30.73963,-21.30874,-93.25935,0.41125,0.712872564102564,23131.288959999998,22603.050389999997,22867.169674999997
55604.06,79000.0,46.16662,put,64.58,0.4245,0.4325,2024-09-09,2024-10-25,-0.92137,1e-05,29.01859,-20.29471,-94.91874,0.4285,0.7038488607594936,24048.75595,23603.923469999998,23826.33971
55604.06,80000.0,46.16662,put,65.29,0.4405,0.45,2024-09-09,2024-10-25,-0.92654,1e-05,27.55359,-19.48337,-96.51207,0.44525000000000003,0.6950507499999999,25021.827,24493.58843,24757.707715
55604.3,82000.0,46.16662,put,65.87,0.4755,0.485,2024-09-09,2024-10-25,-0.93834,1e-05,24.06414,-17.16693,-99.78649,0.48024999999999995,0.6781012195121952,26968.0855,26439.84465,26703.965075
55604.3,84000.0,46.16662,put,67.31,0.511,0.521,2024-09-09,2024-10-25,-0.9456,1e-05,21.80907,-15.89912,-102.77763,0.516,0.6619559523809524,28969.840300000003,28413.797300000002,28691.8188
55604.3,85000.0,46.16662,put,67.39,0.5285,0.5385,2024-09-09,2024-10-25,-0.95063,1e-05,20.192,-14.73654,-104.35878,0.5335,0.6541682352941177,29942.91555,29386.87255,29664.894050000003
55604.3,86000.0,46.16662,put,67.41,0.5465,0.5555,2024-09-09,2024-10-25,-0.95535,1e-05,18.62842,-13.59986,-105.92276,0.5509999999999999,0.6465616279069768,30888.18865,30387.74995,30637.9693
55603.9,88000.0,46.16662,put,68.58,0.5815,0.592,2024-09-09,2024-10-25,-0.96082,1e-05,16.75745,-12.44647,-108.80024,0.58675,0.6318625,32917.508799999996,32333.66785,32625.588324999997
55603.9,90000.0,46.16662,put,69.4,0.616,0.6275,2024-09-09,2024-10-25,-0.9662,1e-05,14.84721,-11.1589,-111.67269,0.62175,0.6178211111111112,34891.44725,34252.0024,34571.724825
55603.9,92000.0,46.16662,put,69.84,0.653,0.6625,2024-09-09,2024-10-25,-0.97148,0.0,12.9023,-9.75928,-114.53739,0.6577500000000001,0.6043902173913044,36837.58375,36309.3467,36573.465225
55603.14,95000.0,46.16662,put,71.35,0.7045,0.716,2024-09-09,2024-10-25,-0.97636,0.0,11.02588,-8.52028,-118.64662,0.71025,0.5852962105263158,39811.84824,39172.41213,39492.130185
55603.14,100000.0,46.16662,put,73.34,0.795,0.8065,2024-09-09,2024-10-25,-0.98299,0.0,8.33977,-6.62381,-125.39322,0.8007500000000001,0.5560314,44843.93241,44204.4963,44524.214355000004
55603.14,105000.0,46.16662,put,74.94,0.883,0.8965,2024-09-09,2024-10-25,-0.98784,0.0,6.24776,-5.07063,-132.02773,0.88975,0.5295537142857143,49848.21501,49097.57262,49472.893815
55603.14,110000.0,46.16662,put,76.6,0.972,0.986,2024-09-09,2024-10-25,-0.99106,0.0,4.7777,-3.96342,-138.55876,0.979,0.5054830909090909,54824.696039999995,54046.25208,54435.47405999999
55603.17,115000.0,46.16662,put,77.46,1.061,1.0765,2024-09-09,2024-10-25,-0.99379,0.0,3.46463,-2.90642,-145.05815,1.06875,0.4835058260869565,59856.812505,58994.96337,59425.887937499996
55780.1956,40000.0,60.16662,put,68.28,0.0125,0.0135,2024-09-09,2024-11-08,-0.09043,1e-05,36.90592,-20.94131,-9.51892,0.013000000000000001,1.3945048899999999,753.0326406,697.2524450000001,725.1425428
55780.1956,45000.0,60.16662,put,64.45,0.0265,0.0275,2024-09-09,2024-11-08,-0.17066,2e-05,57.45251,-30.77075,-18.18386,0.027,1.2395599022222221,1533.955379,1478.1751834,1506.0652811999998
55780.1956,50000.0,60.16662,put,62.84,0.0525,0.0535,2024-09-09,2024-11-08,-0.28899,2e-05,77.39497,-40.41626,-31.45408,0.053,1.115603912,2984.2404646,2928.4602689999997,2956.3503668
55780.2567,55000.0,60.16662,put,62.51,0.0925,0.094,2024-09-09,2024-11-08,-0.42763,3e-05,88.85877,-46.157,-47.9113,0.09325,1.0141864854545455,5243.3441298,5159.67374475,5201.508937275
55780.2567,60000.0,60.16662,put,62.92,0.1445,0.1495,2024-09-09,2024-11-08,-0.56265,3e-05,89.23431,-46.65986,-65.30573,0.147,0.9296709449999999,8339.148376649999,8060.247093149999,8199.697734899999
55780.2567,63000.0,60.16662,put,63.41,0.1825,0.188,2024-09-09,2024-11-08,-0.6346,3e-05,85.15661,-44.87157,-75.42132,0.18525,0.8854008999999999,10486.6882596,10179.89684775,10333.292553675
55780.2567,65000.0,60.16662,put,63.83,0.209,0.216,2024-09-09,2024-11-08,-0.6775,2e-05,81.25406,-43.09547,-81.88488,0.2125,0.8581577953846153,12048.5354472,11658.073650299999,11853.304548749999
55781.7333,67000.0,60.16662,put,64.28,0.2375,0.2455,2024-09-09,2024-11-08,-0.7162,2e-05,76.73464,-40.99299,-88.07502,0.2415,0.8325631835820896,13694.41552515,13248.16165875,13471.28859195
55781.7333,70000.0,60.16662,put,65.1,0.283,0.291,2024-09-09,2024-11-08,-0.76633,2e-05,69.37973,-37.5356,-96.83467,0.287,0.7968819042857143,16232.484390299998,15786.230523899998,16009.357457099999
55781.7333,72000.0,60.16662,put,65.75,0.314,0.322,2024-09-09,2024-11-08,-0.79461,2e-05,64.42059,-35.19989,-102.31263,0.318,0.7747462958333333,17961.7181226,17515.4642562,17738.591189400002
55782.9856,75000.0,60.16662,put,66.68,0.3615,0.3715,2024-09-09,2024-11-08,-0.83098,2e-05,57.09943,-31.64018,-110.0845,0.3665,0.7437731413333334,20723.3791504,20165.5492944,20444.464222399998
55782.9856,80000.0,60.16662,put,68.24,0.4445,0.454,2024-09-09,2024-11-08,-0.87754,1e-05,45.95795,-26.06303,-121.9903,0.44925000000000004,0.69728732,25325.4754624,24795.5370992,25060.5062808
55782.9856,90000.0,60.16662,put,72.22,0.616,0.6265,2024-09-09,2024-11-08,-0.93119,1e-05,30.01146,-18.01177,-142.76517,0.62125,0.6198109511111111,34948.0404784,34362.3191296,34655.179804
